name,order,family,scientific_name,conservation_status,nz_status,url,other_names
Huxley's penguin,Sphenisciformes,Incertae sedis,Palaeeudyptes antarcticus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/huxleys-penguin,"narrow-flippered penguin, Huxleys penguin"
Marples' penguin,Sphenisciformes,Incertae sedis,Palaeeudyptes marplesi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/marples-penguin,"Marples penguin, Marple's penguin, Marples’s penguin"
New Zealand giant penguin,Sphenisciformes,Incertae sedis,Pachydyptes ponderosus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-giant-penguin,
Junats’ penguin,Sphenisciformes,Incertae sedis,Kairuku waewaeroa,Extinct,Endemic,http://nzbirdsonline.org.nz/species/junats-penguin,
Waitaki penguin,Sphenisciformes,Incertae sedis,Kairuku waitaki,Extinct,Endemic,http://nzbirdsonline.org.nz/species/waitaki-penguin,
Grebneff's penguin,Sphenisciformes,Incertae sedis,Kairuku grebneffi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/grebneffs-penguin,Grebneffs penguin
Simpson's penguin,Sphenisciformes,Incertae sedis,Platydyptes marplesi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/simpsons-penguin,Simpsons penguin
Wide-flippered penguin,Sphenisciformes,Incertae sedis,Platydyptes novaezealandiae,Extinct,Endemic,http://nzbirdsonline.org.nz/species/wide-flippered-penguin,"wideflippered penguin, wide flippered penguin"
Amies' penguin,Sphenisciformes,Incertae sedis,Platydyptes amiesi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/amies-penguin,"Amies penguin, Amies’s penguin"
Lowe's penguin,Sphenisciformes,Incertae sedis,Archaeospheniscus lowei,Extinct,Endemic,http://nzbirdsonline.org.nz/species/lowes-penguin,Lowes penguin
Lopdells' penguin,Sphenisciformes,Incertae sedis,Archaeospheniscus lopdellorum,Extinct,Endemic,http://nzbirdsonline.org.nz/species/lopdells-penguin,"Lopdells penguin, Lopdell's penguin"
Duntroon penguin,Sphenisciformes,Incertae sedis,Duntroonornis parvus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/duntroon-penguin,
Oliver's penguin,Sphenisciformes,Incertae sedis,Korora oliveri,Extinct,Endemic,http://nzbirdsonline.org.nz/species/olivers-penguin,Olivers penguin
Harris' penguin,Sphenisciformes,Spheniscidae,Marplesornis novaezealandiae,Extinct,Endemic,http://nzbirdsonline.org.nz/species/harris-penguin,"Harris penguin, Harris’s penguin"
Ridgen's penguin,Sphenisciformes,Spheniscidae,Aptenodytes ridgeni,Extinct,Endemic,http://nzbirdsonline.org.nz/species/ridgens-penguin,Ridgens penguin
Tyree's penguin,Sphenisciformes,Spheniscidae,Pygoscelis tyreei,Extinct,Endemic,http://nzbirdsonline.org.nz/species/tyrees-penguin,Tyrees penguin
Dawn crested penguin,Sphenisciformes,Spheniscidae,Eudyptes atatu,Extinct,Endemic,http://nzbirdsonline.org.nz/species/dawn-crested-penguin,"Moisley's penguin (incorrectly), Tereingaornis moisleyi (incorrectly)"
Alastair's albatross,Procellariiformes,Diomedeidae,Aldiomedes angustirostris,Extinct,Endemic,http://nzbirdsonline.org.nz/species/alastairs-albatross,
Deep-billed petrel,Procellariiformes,Procellariidae,Procellaria altirostris,Extinct,Endemic,http://nzbirdsonline.org.nz/species/deep-billed-petrel,
Pom’s shearwater,Procellariiformes,Procellariidae,Ardenna davealleni,Extinct,Endemic,http://nzbirdsonline.org.nz/species/poms-shearwater,
Miocene diving petrel,Procellariiformes,Procellariidae,Pelecanoides miokuaka,Extinct,Endemic,http://nzbirdsonline.org.nz/species/miocene-diving-petrel,
St Bathans heron,Pelecaniformes,Ardeidae,Matuku otagoense,Extinct,Endemic,http://nzbirdsonline.org.nz/species/st-bathans-heron,Saint Bathans heron
Bartle's bittern,Pelecaniformes,Ardeidae,Pikaihao bartlei,Extinct,Endemic,http://nzbirdsonline.org.nz/species/bartles-bittern,"St Bathans bittern, Saint Bathans bittern"
Zealandian false-colie,Incertae sedis,Zealandornithidae,Zealandornis relictus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/zealandian-false-colie,
St Bathans giant parrot,Psittaciformes,Incertae sedis,Heracles inexpectatus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/st-bathans-giant-parrot,
Little St Bathans parrot,Psittaciformes,Strigopidae,Nelepsittacus minimus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/little-st-bathans-parrot,Little Saint Bathans parrot
Merton's parrot,Psittaciformes,Strigopidae,Nelepsittacus donmertoni,Extinct,Endemic,http://nzbirdsonline.org.nz/species/mertons-parrot,Mertons parrot
Lee's parrot,Psittaciformes,Strigopidae,Nelepsittacus daphneleeae,Extinct,Endemic,http://nzbirdsonline.org.nz/species/lees-parrot,Lees parrot
St Bathans wren,Passeriformes,Acanthisittidae,Kuiornis indicator,Extinct,Endemic,http://nzbirdsonline.org.nz/species/st-bathans-wren,Saint Bathans wren
(bird of unknown affinities),Unknown,Incertae sedis,Manu antiquus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/bird-unknown-affinities,
Love's Paleocene seabird,Unknown,Incertae sedis,Australornis lovei,Extinct,Endemic,http://nzbirdsonline.org.nz/species/loves-paleocene-seabird,
Snow petrel,Procellariiformes,Procellariidae,Pagodroma nivea,Not evaluated,,http://nzbirdsonline.org.nz/species/snow-petrel,
Crimson rosella,Psittaciformes,Psittaculidae,Platycercus elegans,Not evaluated,,http://nzbirdsonline.org.nz/species/crimson-rosella,"red parrot, crimson parrot, red lowry, mountain lowry"
Moisley's penguin,Sphenisciformes,Spheniscidae,Tereingaornis moisleyi,Not evaluated,,http://nzbirdsonline.org.nz/species/moisleys-penguin,Moisleys penguin
